zaman_ms,irtifa_m,basinc_hPa,ivme_x_g,ivme_y_g,ivme_z_g,sicaklik_C,durum
181200,194.93,884.31,-0.041,-0.068,1.053,17.67,6
181300,195.3,884.37,0.042,-0.065,1.043,17.51,6
181400,193.06,884.39,-0.108,-0.006,1.069,17.73,6
181500,194.06,884.56,0.005,0.01,1.0,17.92,6
181600,192.04,884.59,0.015,-0.03,1.003,17.75,6
181700,191.43,884.63,0.03,0.003,1.058,17.91,6
181800,190.63,884.64,0.073,0.002,1.046,17.98,6
181900,190.29,884.72,-0.029,-0.069,0.909,17.68,6
182000,189.39,884.89,0.019,-0.053,0.976,17.76,6
182100,189.84,884.91,-0.001,0.032,0.948,18.16,6
182200,189.6,884.97,0.014,-0.007,1.022,17.67,6
182300,188.54,885.04,-0.024,0.097,1.053,17.91,6
182400,186.83,885.16,-0.014,-0.065,1.028,17.59,6
182500,186.9,885.17,-0.045,0.056,0.979,17.55,6
182600,187.22,885.19,0.043,0.007,0.955,17.64,6
182700,185.08,885.3,0.026,0.026,1.0,17.74,6
182800,184.82,885.39,-0.021,0.014,0.964,17.59,6
182900,183.32,885.52,-0.015,0.024,1.192,17.7,6
183000,183.31,885.56,0.031,-0.006,1.025,17.89,6
183100,183.07,885.58,-0.024,-0.032,0.979,17.63,6
183200,182.03,885.55,0.027,-0.039,1.071,17.87,6
183300,181.92,885.69,-0.028,-0.028,1.155,17.63,6
183400,181.1,885.71,-0.048,-0.075,0.984,17.61,6
183500,180.68,885.74,-0.032,0.0,0.856,17.76,6
183600,178.82,885.94,0.02,-0.037,1.074,17.72,6
183700,178.5,885.94,0.007,-0.104,0.952,17.77,6
183800,178.36,886.03,0.077,-0.069,1.044,17.85,6
183900,176.69,886.13,-0.027,0.048,0.877,17.78,6
184000,176.12,886.19,0.048,-0.0,1.084,17.99,6
184100,176.08,886.21,0.007,-0.019,0.835,17.97,6
184200,175.77,886.36,-0.084,-0.017,0.996,17.97,6
184300,175.16,886.45,-0.025,0.032,0.839,17.95,6
184400,174.5,886.55,-0.038,0.047,1.175,17.83,6
184500,173.4,886.48,-0.064,0.102,0.958,18.03,6
184600,173.55,886.52,-0.033,0.021,1.087,17.91,6
184700,171.58,886.68,-0.02,-0.092,0.968,17.73,6
184800,170.68,886.69,0.019,-0.043,1.18,17.88,6
184900,171.27,886.93,0.024,0.028,1.01,17.86,6
185000,170.79,886.86,-0.051,0.014,1.149,17.67,6
185100,168.74,886.98,-0.014,-0.07,0.873,17.94,6
185200,168.46,887.0,0.013,-0.048,0.834,18.05,6
185300,168.68,887.07,-0.014,0.017,1.003,17.97,6
185400,167.3,887.13,-0.033,-0.026,0.964,17.62,6
185500,166.38,887.17,0.017,-0.075,1.132,18.15,6
185600,167.11,887.33,0.046,-0.078,0.806,17.96,6
185700,165.99,887.35,0.06,-0.085,1.015,18.05,6
185800,163.91,887.32,-0.039,0.034,1.095,18.18,6
185900,164.81,887.5,0.052,0.016,0.881,17.57,6
186000,165.0,887.53,-0.005,0.044,0.948,17.96,6
186100,162.82,887.66,0.007,-0.004,1.104,17.56,6
186200,163.27,887.75,0.008,0.05,1.045,17.82,6
186300,161.82,887.8,-0.034,0.026,1.027,17.79,6
186400,162.66,887.84,0.065,0.025,1.026,18.02,6
186500,159.22,887.99,-0.057,0.07,0.913,17.89,6
186600,159.36,887.91,0.034,0.029,0.859,18.16,6
186700,159.22,887.97,0.027,0.042,1.027,17.71,6
186800,159.66,888.1,0.056,-0.074,1.055,18.0,6
186900,157.93,888.13,-0.074,-0.029,1.148,18.12,6
187000,156.63,888.36,0.041,-0.007,0.957,18.1,6
187100,156.5,888.29,-0.072,-0.061,0.907,18.05,6
187200,156.08,888.41,0.047,0.025,0.974,18.05,6
187300,155.23,888.39,0.034,-0.028,0.961,18.03,6
187400,155.9,888.51,0.047,0.044,0.967,18.13,6
187500,153.85,888.56,0.007,-0.08,0.997,18.07,6
187600,153.81,888.73,-0.01,-0.002,0.822,17.87,6
187700,152.11,888.69,-0.019,0.094,1.046,18.04,6
187800,151.93,888.76,-0.061,0.043,0.867,18.16,6
187900,150.54,888.8,-0.015,-0.014,1.03,17.96,6
188000,150.65,888.91,0.077,0.1,1.139,18.09,6
188100,150.43,888.95,0.041,0.03,1.094,17.97,6
188200,150.15,888.97,-0.051,-0.108,0.911,18.28,6
188300,149.3,889.08,0.1,-0.0,1.059,18.38,6
188400,147.47,889.32,-0.009,0.009,0.866,18.13,6
188500,148.31,889.29,-0.027,0.005,0.907,18.19,6
188600,147.24,889.38,0.034,-0.009,0.973,17.84,6
188700,145.98,889.44,-0.014,-0.08,0.951,17.79,6
188800,145.71,889.49,-0.067,-0.018,1.023,17.83,6
188900,145.14,889.51,0.02,0.051,0.933,17.93,6
189000,145.06,889.54,0.02,-0.012,1.08,18.09,6
189100,143.99,889.71,0.071,-0.001,1.01,18.14,6
189200,142.85,889.8,0.022,0.03,1.111,18.03,6
189300,142.52,889.93,-0.012,-0.061,1.091,17.9,6
189400,141.87,889.85,0.007,-0.05,1.117,17.9,6
189500,140.9,889.95,-0.069,-0.011,1.01,18.18,6
189600,140.46,889.96,-0.063,-0.063,1.098,18.15,6
189700,139.88,890.08,0.004,-0.005,0.968,18.1,6
189800,138.27,890.13,-0.013,-0.079,1.024,18.49,6
189900,138.69,890.29,0.044,0.069,1.027,18.09,6
190000,137.75,890.29,0.097,0.02,1.025,18.05,6
190100,137.48,890.31,0.08,-0.054,1.042,18.11,6
190200,136.68,890.43,0.022,0.032,1.062,18.41,6
190300,135.19,890.6,-0.03,0.075,0.868,18.11,6
190400,135.42,890.6,-0.029,0.036,0.944,17.96,6
190500,134.82,890.76,0.073,-0.016,0.958,18.07,6
190600,133.15,890.72,0.034,0.069,0.878,17.98,6
190700,133.54,890.83,-0.086,0.06,0.939,18.07,6
190800,132.72,890.95,0.038,-0.01,1.117,18.23,6
190900,131.35,890.93,0.021,-0.045,1.039,17.93,6
191000,131.38,890.98,0.028,0.014,0.981,17.92,6
191100,131.05,891.15,-0.115,-0.014,0.942,18.17,6
191200,130.49,891.09,-0.009,-0.025,0.965,18.22,6
191300,129.09,891.21,0.004,-0.017,1.061,18.42,6
191400,128.4,891.33,0.066,0.036,0.964,18.19,6
191500,128.47,891.33,0.031,0.035,1.079,17.82,6
191600,127.01,891.39,-0.064,-0.079,1.036,18.49,6
191700,127.46,891.44,0.046,-0.026,1.059,18.21,6
191800,126.61,891.55,-0.063,0.04,0.96,18.14,6
191900,123.82,891.62,-0.071,0.018,0.979,18.33,6
192000,125.85,891.72,-0.069,0.018,1.006,18.28,6
192100,124.08,891.78,0.048,-0.024,0.886,18.27,6
192200,124.28,891.83,0.042,-0.047,1.055,18.23,6
192300,122.15,891.88,0.034,-0.022,,18.32,6
192400,122.02,891.96,-0.07,0.01,0.873,18.08,6
192500,121.12,892.05,0.045,-0.018,0.984,18.26,6
192600,119.84,892.09,-0.015,-0.008,1.198,18.18,6
192700,120.51,892.2,-0.094,0.041,1.087,18.17,6
192800,120.23,892.21,0.034,-0.119,1.088,18.19,6
192900,118.13,892.27,-0.101,0.066,0.93,17.99,6
193000,118.69,892.47,0.033,-0.008,0.952,18.22,6
193100,117.26,892.46,-0.037,0.049,0.997,18.32,6
193200,116.66,892.46,-0.063,-0.056,1.084,18.52,6
193300,115.06,892.53,-0.006,-0.045,1.209,18.22,6
193400,115.84,892.61,-0.065,-0.015,0.923,18.23,6
193500,116.19,892.73,0.023,0.019,0.89,18.21,6
193600,114.29,892.85,-0.095,0.01,0.931,18.11,6
193700,113.69,892.83,-0.025,-0.008,1.028,18.23,6
193800,113.4,892.91,-0.02,-0.069,1.008,18.41,6
193900,112.68,893.0,-0.02,-0.008,1.168,18.1,6
194000,110.46,893.12,-0.025,0.056,1.097,18.27,6
194100,111.17,893.18,0.065,0.05,1.019,18.24,6
194200,111.05,893.16,0.036,-0.044,0.83,18.06,6
194300,111.39,893.3,-0.019,0.033,0.913,18.33,6
194400,109.17,893.28,-0.011,0.007,1.057,18.03,6
194500,109.65,893.36,-0.02,0.174,1.023,18.21,6
194600,108.21,893.39,-0.077,0.08,0.971,18.2,6
194700,106.69,893.6,0.038,-0.054,0.907,18.13,6
194800,106.56,893.62,0.091,0.109,0.898,18.31,6
194900,105.53,893.7,0.066,0.045,0.905,18.12,6
195000,105.75,893.74,-0.077,0.035,0.884,18.08,6
195100,104.66,893.87,0.041,0.099,1.14,18.33,6
195200,102.71,893.9,0.022,-0.004,0.84,18.39,6
195300,103.62,894.02,-0.008,0.078,0.912,18.4,6
195400,101.38,894.05,-0.038,0.043,1.022,18.33,6
195500,102.04,894.18,0.014,0.018,0.992,18.34,6
195600,100.86,894.27,-0.043,-0.048,0.931,18.21,6
195700,101.2,894.29,0.019,0.084,1.009,18.42,6
195800,99.7,894.38,0.1,-0.083,0.972,18.3,6
195900,99.96,894.42,-0.004,-0.136,0.989,18.28,6
196000,99.01,894.52,0.071,-0.03,0.96,18.23,6
196100,98.16,894.58,0.045,-0.001,0.981,18.2,6
196200,97.27,894.61,-0.053,-0.021,0.887,18.29,6
196300,96.7,894.66,0.091,-0.027,1.043,18.04,6
196400,96.09,894.74,0.007,0.051,1.004,18.43,6
196500,95.91,894.83,0.02,0.014,0.993,18.39,6
196600,94.38,894.79,-0.049,0.074,0.973,18.26,6
196700,95.07,894.92,0.007,-0.021,0.992,18.54,6
196800,93.45,895.04,0.03,0.11,0.976,18.21,6
196900,92.4,895.16,0.028,0.036,1.038,18.36,6
197000,92.01,895.19,-0.039,-0.106,1.026,18.49,6
197100,91.56,895.11,-0.003,-0.036,0.808,18.47,6
197200,90.88,895.28,-0.04,0.01,1.075,18.48,6
197300,90.18,895.31,0.047,-0.023,1.018,18.25,6
197400,89.96,895.41,-0.027,-0.0,0.948,18.45,6
197500,89.78,895.43,-0.017,0.005,1.156,18.48,6
197600,87.57,895.5,-0.009,-0.092,1.086,18.6,6
197700,87.57,895.63,-0.01,-0.038,0.906,18.48,6
197800,86.87,895.61,0.002,0.034,1.137,18.54,6
197900,86.35,895.72,-0.051,-0.064,1.053,18.55,6
198000,85.71,895.84,-0.036,-0.036,0.995,18.59,6
198100,85.62,895.92,-0.041,-0.083,0.986,18.37,6
198200,84.92,896.08,0.013,0.068,0.919,18.75,6
198300,83.87,896.02,-0.023,0.01,0.937,18.44,6
198400,82.68,896.13,0.006,-0.02,0.939,18.53,6
198500,81.66,896.16,-0.107,0.067,1.075,18.36,6
198600,82.45,896.25,0.057,0.003,0.861,18.47,6
198700,80.8,896.28,0.004,0.028,1.005,18.53,6
198800,80.03,896.38,-0.021,-0.027,0.925,18.45,6
198900,80.13,896.45,0.071,0.039,1.084,18.48,6
199000,78.66,896.54,0.011,-0.014,1.22,18.53,6
199100,78.7,896.61,-0.006,-0.026,1.023,18.6,6
199200,77.73,896.66,-0.027,0.043,0.894,18.32,6
199300,77.57,896.7,-0.039,0.027,1.141,18.75,6
199400,76.4,896.77,-0.007,-0.056,1.038,18.54,6
199500,76.9,896.85,-0.043,-0.019,0.831,18.6,6
199600,75.15,897.08,0.004,0.021,0.955,18.54,6
199700,74.16,897.01,-0.019,-0.096,1.079,18.36,6
199800,75.35,897.14,0.009,0.001,0.917,18.35,6
199900,74.2,897.14,-0.043,0.06,0.906,18.57,6
200000,73.14,897.16,-0.001,-0.002,0.871,18.34,6
200100,70.85,897.25,-0.03,0.021,1.16,18.51,6
200200,70.6,897.31,0.041,0.003,0.983,18.47,6
200300,71.7,897.37,0.094,0.043,1.036,18.69,6
200400,70.92,897.57,0.004,-0.024,1.004,18.31,6
200500,70.09,897.5,-0.093,0.035,1.09,18.66,6
200600,68.85,897.64,-0.017,0.029,0.828,18.64,6
200700,67.71,897.72,-0.018,-0.04,0.867,18.8,6
200800,67.53,897.82,0.012,-0.059,1.053,18.69,6
200900,66.65,897.88,0.049,0.054,1.04,18.56,6
201000,67.11,897.89,-0.054,-0.009,1.102,18.51,6
201100,65.47,897.95,-0.031,0.004,1.057,18.35,6
201200,64.69,898.05,0.008,0.042,1.08,18.57,6
201300,64.14,898.04,0.052,-0.001,1.207,18.7,6
201400,63.02,898.28,0.052,-0.018,1.003,18.74,6
201500,63.55,898.3,0.024,0.012,1.078,18.64,6
201600,62.61,898.33,-0.039,0.034,0.962,18.49,6
201700,62.01,898.32,-0.013,0.001,0.9,18.51,6
201800,60.5,898.4,0.053,0.069,0.875,18.51,6
201900,60.48,898.49,0.011,0.119,0.848,18.78,6
202000,60.48,898.59,0.009,0.036,1.0,18.6,6
202100,58.68,898.71,-0.102,-0.052,1.079,18.37,6
202200,58.4,898.67,0.017,-0.08,1.068,18.48,6
202300,58.3,898.79,-0.064,-0.051,0.972,18.73,6
202400,56.74,898.78,-0.049,0.052,1.078,18.75,6
202500,56.71,898.9,0.017,0.0,1.023,18.77,6
202600,57.02,898.96,0.019,0.073,0.874,18.67,6
202700,55.36,899.09,0.068,-0.076,0.864,18.41,6
202800,54.35,899.19,-0.022,0.013,0.752,18.71,6
202900,54.18,899.24,-0.014,-0.062,0.939,18.65,6
203000,52.98,899.37,0.077,0.023,0.843,18.46,6
203100,52.03,899.37,-0.0,0.032,1.004,18.6,6
203200,52.96,899.45,0.031,0.028,0.926,18.88,6
203300,51.44,899.58,-0.06,0.02,1.084,18.7,6
203400,51.53,899.52,0.008,-0.007,1.01,18.65,6
203500,50.38,899.58,0.032,0.048,0.997,18.41,6
203600,49.03,899.67,0.045,-0.03,0.893,18.86,6
203700,48.66,899.74,-0.183,-0.024,0.95,18.75,6
203800,47.88,899.83,0.011,-0.065,1.004,18.63,6
203900,48.32,900.01,0.01,0.082,0.954,18.6,6
204000,46.89,900.02,0.022,0.047,0.957,18.93,6
204100,45.32,900.02,-0.039,-0.003,1.029,18.66,6
204200,45.24,900.1,-0.091,0.092,1.053,18.72,6
204300,44.72,900.19,-0.063,0.052,0.937,18.88,6
204400,45.18,900.31,0.038,-0.013,1.03,18.87,6
204500,43.26,900.38,0.042,0.096,1.122,18.53,6
204600,42.65,900.35,-0.053,0.016,0.971,18.74,6
204700,41.85,900.53,-0.068,-0.041,1.072,18.71,6
204800,42.11,900.5,0.01,0.091,0.998,18.65,6
204900,41.22,900.63,0.009,0.007,0.865,18.73,6
205000,39.57,900.61,-0.034,0.019,1.044,18.52,6
205100,39.81,900.76,0.059,-0.053,0.965,18.66,6
205200,37.99,900.89,0.075,-0.044,0.971,18.73,6
205300,38.94,900.91,0.065,0.003,1.069,18.52,6
205400,37.74,900.92,0.016,0.041,0.832,18.91,6
205400,37.74,900.92,0.016,0.041,0.832,18.91,6
205500,37.25,901.04,-0.039,0.048,0.873,18.92,6
205600,36.07,901.1,0.016,-0.013,1.124,18.61,6
205700,35.89,901.08,0.025,-0.047,0.88,18.78,6
205800,36.17,901.23,0.048,-0.033,1.069,18.99,6
205900,35.0,901.31,-0.002,-0.038,1.009,18.52,6
206000,34.13,901.43,-0.049,-0.008,1.118,18.87,6
206100,31.95,901.48,0.04,0.076,0.95,18.69,6
206200,31.55,901.58,-0.094,-0.033,1.013,18.77,6
206300,30.86,901.61,-0.078,-0.032,1.084,18.75,6
206400,31.45,901.73,0.021,0.028,1.003,18.55,6
206500,30.46,901.79,-0.023,-0.096,0.977,18.89,6
206600,29.1,901.72,-0.037,0.033,1.007,18.85,6
206700,29.79,901.93,0.048,-0.002,1.12,18.91,6
206800,28.37,901.88,0.092,0.034,1.042,18.56,6
206900,28.31,901.95,0.036,0.006,0.938,18.68,6
207000,26.76,902.03,0.006,-0.018,0.953,18.94,6
207100,27.49,902.12,-0.021,-0.106,0.964,18.88,6
207200,25.36,902.24,0.001,0.033,0.877,18.9,6
207300,25.63,902.29,-0.024,-0.019,1.083,18.95,6
207400,24.13,902.34,-0.012,-0.061,1.004,18.43,6
207500,22.79,902.43,-0.033,-0.063,0.978,18.99,6
207600,23.54,902.44,-0.068,-0.035,0.838,19.0,6
207700,21.84,902.56,0.018,-0.102,0.994,19.09,6
207800,21.28,902.58,0.007,0.028,0.844,18.94,6
207900,21.46,902.72,-0.066,-0.118,0.84,18.9,6
208000,21.66,902.8,0.071,0.056,0.886,18.91,6
208100,20.75,902.85,-0.049,-0.012,0.996,18.4,6
208200,20.22,902.89,0.087,0.008,1.036,19.13,6
208300,19.22,903.01,-0.031,-0.034,1.089,19.1,6
208400,19.0,903.06,0.091,0.081,0.95,18.72,6
208500,17.71,903.09,0.052,0.005,0.956,18.84,6
208600,17.23,903.04,0.027,0.012,0.846,18.7,6
208700,17.66,903.17,-0.05,0.004,0.898,19.04,6
208800,15.99,903.37,-0.031,0.093,1.117,18.96,6
208900,14.75,903.38,0.014,0.027,1.08,18.89,6
209000,14.35,903.53,0.046,-0.028,0.986,18.97,6
209100,13.68,903.48,0.054,0.03,1.005,18.71,6
209200,13.68,903.64,-0.01,-0.032,1.159,19.2,6
209300,11.72,903.67,0.094,-0.09,0.939,18.7,6
209400,12.0,903.75,-0.027,-0.049,0.954,18.97,6
209500,10.35,903.86,0.057,-0.03,1.057,19.02,6
209600,11.44,903.81,-0.103,0.078,0.933,19.05,6
209700,9.66,903.96,0.01,0.125,0.892,18.77,6
209800,9.36,904.02,0.001,0.079,1.133,18.97,6
209900,9.17,904.13,-0.022,0.049,1.033,19.27,6
210000,7.23,904.09,-0.055,0.018,0.94,19.09,6
210100,7.27,904.18,0.033,0.034,0.999,19.18,6
210200,6.94,904.26,-0.028,-0.043,0.854,18.84,6
210300,6.48,904.38,0.029,-0.063,0.961,18.87,6
210400,5.41,904.43,-0.044,0.038,0.99,18.84,6
210500,5.15,904.5,-0.043,-0.107,0.991,18.91,6
210600,3.61,904.56,0.017,-0.018,1.167,18.99,6
210700,2.14,904.56,0.017,0.004,0.95,18.81,6
210800,3.26,904.66,-0.027,-0.102,0.989,18.73,6
210900,1.68,904.87,-0.065,-0.044,1.011,19.12,6
211000,1.78,904.87,0.002,-0.04,1.024,18.88,6
211100,0.01,905.01,0.073,0.016,0.991,19.22,6
211200,0.42,905.02,0.013,0.02,0.966,18.66,6
211300,-1.12,904.98,-0.054,-0.003,0.967,18.87,7
211400,0.74,904.97,-0.039,0.055,0.964,18.94,7
211500,0.52,905.08,0.016,-0.025,1.021,18.92,7
211600,0.61,905.08,0.02,0.04,1.012,18.88,7
211700,-0.34,904.97,0.001,-0.058,0.936,19.28,7
211800,-0.11,905.08,0.068,-0.041,1.071,18.78,7
211900,-0.21,905.02,-0.042,-0.074,0.987,18.94,7
212000,0.66,904.96,0.107,-0.076,1.024,19.11,7
212100,0.53,904.97,-0.024,-0.008,1.047,18.81,7
212200,-0.12,905.08,-0.007,0.028,0.98,19.0,7
212300,0.94,904.99,-0.012,0.075,0.963,19.05,7
212400,-0.19,904.9,-0.03,-0.038,0.973,18.7,7
212500,-0.34,905.01,0.03,0.003,0.948,18.96,7
212600,-0.39,904.97,0.026,0.022,0.981,18.86,7
212700,-1.17,905.01,-0.01,-0.027,1.027,19.11,7
212800,0.45,905.02,-0.078,-0.005,1.076,19.07,7
212900,0.09,904.94,0.074,0.002,1.006,18.87,7
213000,-0.09,904.97,-0.039,-0.04,0.976,19.16,7
213100,-0.38,905.09,-0.008,0.02,1.048,19.06,7
213200,0.63,904.96,0.034,0.023,0.976,19.43,7
213300,-0.22,905.05,0.041,0.02,0.968,18.9,7
213400,-0.08,904.94,-0.039,-0.043,0.953,19.02,7
213500,-0.53,905.04,0.046,-0.097,1.089,19.08,7
213600,0.86,905.04,-0.013,-0.036,0.962,18.88,7
213700,0.86,904.98,0.026,-0.058,0.977,19.13,7
213800,1.01,905.08,-0.019,0.028,0.937,19.13,7
213900,-0.16,905.01,-0.109,-0.006,0.987,18.93,7
214000,0.55,905.08,-0.036,-0.01,1.001,19.0,7
214100,0.1,904.93,-0.013,0.044,0.952,19.17,7
214200,-0.1,904.98,-0.027,0.014,0.993,18.85,7
